order_purchased_date,product_id,customer_id,order_id,revenue,qty,order_timestamp
2025-08-18,19617074,3346728,NYK-30728674-6499335,966.0,1.0,2025-08-18 00:18:20
2025-08-18,7938392,8129762,NYK-30729440-8975292,585.0,1.0,2025-08-18 00:59:35
2025-08-18,9889239,8129762,NYK-30729440-8975292,249.0,1.0,2025-08-18 00:59:35
2025-08-18,16938080,18880421,NYK-30728757-6709628,599.0,1.0,2025-08-18 00:21:50
2025-08-18,17918899,25798269,NYK-30728887-7046436,550.0,1.0,2025-08-18 00:27:27
2025-08-18,12442831,48194470,NYK-30728871-7004541,840.0,1.0,2025-08-18 00:26:45
2025-08-18,16092999,10133565,NYK-30728741-6672373,945.0,1.0,2025-08-18 00:21:12
2025-08-18,20589765,9290391,NYK-30728991-7363807,2995.0,1.0,2025-08-18 00:32:44
2025-08-18,19526397,28681236,NYK-30728218-5427930,1500.0,1.0,2025-08-18 00:00:28
2025-08-18,21077597,18511156,NYK-30728847-6951938,1440.0,1.0,2025-08-18 00:25:52
2025-08-18,18063908,1072926,NYK-30728767-6729757,2880.0,1.0,2025-08-18 00:22:10
2025-08-18,17922149,8113593,NYK-30728861-6982269,1916.0,1.0,2025-08-18 00:26:22
2025-08-18,12155782,4195291,NYK-30728969-7302499,1599.0,1.0,2025-08-18 00:31:43
2025-08-18,17322717,36921581,NYK-30728522-6097180,899.0,1.0,2025-08-18 00:11:37
2025-08-18,20539632,3758236,NYK-30728247-5471151,465.0,1.0,2025-08-18 00:01:11
2025-08-18,19907442,24490121,NYK-30729338-8564967,1180.0,1.0,2025-08-18 00:52:45
2025-08-18,17511806,50090769,NYK-30729374-8682064,1320.0,1.0,2025-08-18 00:54:42
2025-08-18,18867115,9290391,NYK-30728991-7363807,2490.0,1.0,2025-08-18 00:32:44
2025-08-18,15971583,50003264,NYK-30728207-5408614,2748.0,1.0,2025-08-18 00:00:09
2025-08-18,17873411,23518876,NYK-30729148-7913734,759.0,1.0,2025-08-18 00:41:54
2025-08-18,17349888,24995372,NYK-30728523-6097703,399.0,1.0,2025-08-18 00:11:38
2025-08-18,15513831,1858796,NYK-30728532-6120235,399.0,1.0,2025-08-18 00:12:00
2025-08-18,20552266,39838465,NYK-30728870-6998485,1640.0,1.0,2025-08-18 00:26:39
2025-08-18,15004519,5804483,NYK-30728795-6776022,396.0,1.0,2025-08-18 00:22:56
2025-08-18,20806020,44185013,NYK-30729446-9005465,1400.0,1.0,2025-08-18 01:00:06
2025-08-18,15980196,33476898,NYK-30729381-8712173,624.0,1.0,2025-08-18 00:55:12
2025-08-18,18633335,19295470,NYK-30729380-8709769,1480.0,1.0,2025-08-18 00:55:10
2025-08-18,4562133,3952835,NYK-30728986-7352810,1224.0,1.0,2025-08-18 00:32:33
2025-08-18,19308389,18880421,NYK-30728757-6709628,799.0,1.0,2025-08-18 00:21:50
2025-08-18,17318535,12731146,NYK-30728762-6723910,1110.0,1.0,2025-08-18 00:22:04
2025-08-18,8769021,1790601,NYK-30729403-8828482,255.0,1.0,2025-08-18 00:57:09
2025-08-18,14176049,4490044,NYK-30728463-5962613,3402.0,1.0,2025-08-18 00:09:23
2025-08-18,9889239,11867124,NYK-30728316-5616576,249.0,1.0,2025-08-18 00:03:37
2025-08-18,1547735,586539,NYK-30729094-7666741,549.0,1.0,2025-08-18 00:37:47
2025-08-18,16427032,1508019,NYK-30729027-7462219,1800.0,1.0,2025-08-18 00:34:22
2025-08-18,5575903,44185013,NYK-30729345-8586263,1260.0,1.0,2025-08-18 00:53:06
2025-08-18,15128889,40950817,NYK-30728619-6348480,504.0,1.0,2025-08-18 00:15:49
2025-08-18,15759212,9971893,NYK-30728785-6761546,1498.0,1.0,2025-08-18 00:22:42
2025-08-18,15822634,16295530,NYK-30728600-6284808,322.0,1.0,2025-08-18 00:14:45
2025-08-18,17231641,9668399,NYK-30728297-5565852,1650.0,1.0,2025-08-18 00:02:46
2025-08-18,12584513,27615298,NYK-30729187-8037114,210.0,1.0,2025-08-18 00:43:57
2025-08-18,7646524,4075440,NYK-30728869-6997408,399.0,1.0,2025-08-18 00:26:38
2025-08-18,6835121,5272127,NYK-30729096-7676709,599.0,1.0,2025-08-18 00:37:57
2025-08-18,20730462,9235538,NYK-30728214-5419987,1498.0,1.0,2025-08-18 00:00:20
2025-08-18,695698,32093094,NYK-30728417-5839344,897.0,1.0,2025-08-18 00:07:20
2025-08-18,20920919,1266892,NYK-30728913-7134931,1225.0,1.0,2025-08-18 00:28:55
2025-08-18,16938723,11867124,NYK-30728316-5616576,1199.0,1.0,2025-08-18 00:03:37
2025-08-18,12459419,7969001,NYK-30728780-6749581,1125.0,1.0,2025-08-18 00:22:30
2025-08-18,16911545,22725366,NYK-30728581-6219011,3999.0,1.0,2025-08-18 00:13:39
2025-08-18,15138344,50089932,NYK-30728486-6007181,800.0,1.0,2025-08-18 00:10:07
2025-08-18,13168529,50089932,NYK-30728486-6007181,800.0,1.0,2025-08-18 00:10:07
2025-08-18,20892226,1508019,NYK-30729027-7462219,1610.0,1.0,2025-08-18 00:34:22
2025-08-18,17502244,1072926,NYK-30728863-6987817,5180.0,1.0,2025-08-18 00:26:28
2025-08-18,19930022,8205407,NYK-30729059-7551818,1026.0,1.0,2025-08-18 00:35:52
2025-08-18,16938230,46483291,NYK-30728897-7067828,899.0,1.0,2025-08-18 00:27:48
2025-08-18,20908358,16295530,NYK-30728600-6284808,1299.0,1.0,2025-08-18 00:14:45
2025-08-18,19533136,46483291,NYK-30728897-7067828,720.0,1.0,2025-08-18 00:27:48
2025-08-18,6723797,27615298,NYK-30729187-8037114,292.0,1.0,2025-08-18 00:43:57
2025-08-18,14999278,10310494,NYK-30728705-6577229,2499.0,1.0,2025-08-18 00:19:37
2025-08-18,6723785,27615298,NYK-30729187-8037114,292.0,1.0,2025-08-18 00:43:57
2025-08-18,18291781,26394754,NYK-30728380-5747656,1750.0,1.0,2025-08-18 00:05:48
2025-08-18,16865387,1928779,NYK-30729322-8505822,1120.0,1.0,2025-08-18 00:51:46
2025-08-18,16831571,1928779,NYK-30729322-8505822,1941.0,1.0,2025-08-18 00:51:46
2025-08-18,20624520,5643314,NYK-30729252-8238600,1710.0,1.0,2025-08-18 00:47:19
2025-08-18,21694065,2130934,NYK-30728375-5735853,1440.0,1.0,2025-08-18 00:05:36
2025-08-18,18329307,20730381,NYK-30728909-7113555,3300.0,1.0,2025-08-18 00:28:34
2025-08-18,12451498,771098,NYK-30728529-6114315,584.0,1.0,2025-08-18 00:11:54
2025-08-18,13635529,9971893,NYK-30728785-6761546,600.0,1.0,2025-08-18 00:22:42
2025-08-18,18086044,9971893,NYK-30728785-6761546,1650.0,1.0,2025-08-18 00:22:42
2025-08-18,20779941,32093094,NYK-30728417-5839344,765.0,1.0,2025-08-18 00:07:20
2025-08-18,19616997,9971893,NYK-30728785-6761546,966.0,1.0,2025-08-18 00:22:42
2025-08-18,20469585,21854284,NYK-30728918-7145876,999.0,1.0,2025-08-18 00:29:06
2025-08-18,21564653,790831,NYK-30729241-8205723,2796.0,1.0,2025-08-18 00:46:46
2025-08-18,19352185,37771969,NYK-30728860-6977601,1290.0,1.0,2025-08-18 00:26:18
2025-08-18,8303443,28979493,NYK-30729408-8849414,979.0,1.0,2025-08-18 00:57:30
2025-08-18,13815670,50090071,NYK-30728466-5966869,1204.0,1.0,2025-08-18 00:09:27
2025-08-18,15213003,50039091,NYK-30729098-7687390,1360.0,1.0,2025-08-18 00:38:08
2025-08-18,12584495,27615298,NYK-30729187-8037114,210.0,1.0,2025-08-18 00:43:57
2025-08-18,11518401,33496593,NYK-30729327-8526127,712.0,1.0,2025-08-18 00:52:06
2025-08-18,16015856,36519715,NYK-30728332-5643478,499.0,1.0,2025-08-18 00:04:04
2025-08-18,19024105,7371040,NYK-30728575-6204810,411.0,1.0,2025-08-18 00:13:25
2025-08-18,10486198,50089932,NYK-30728486-6007181,680.0,1.0,2025-08-18 00:10:07
2025-08-18,21235667,49825148,NYK-30728979-7332405,1330.0,1.0,2025-08-18 00:32:13
2025-08-18,16347620,9971893,NYK-30728785-6761546,600.0,1.0,2025-08-18 00:22:42
2025-08-18,19607278,47954092,NYK-30728744-6674844,1372.0,1.0,2025-08-18 00:21:15
2025-08-18,16362263,16788065,NYK-30728480-5992201,1224.0,1.0,2025-08-18 00:09:52
2025-08-18,16269968,8174664,NYK-30728713-6596116,1610.0,1.0,2025-08-18 00:19:56
2025-08-18,18289799,34038697,NYK-30728921-7158731,749.0,1.0,2025-08-18 00:29:19
2025-08-18,21786229,21664755,NYK-30728724-6621553,1008.0,1.0,2025-08-18 00:20:22
2025-08-18,20786091,5795322,NYK-30728685-6526620,2499.0,1.0,2025-08-18 00:18:47
2025-08-18,11328964,25766478,NYK-30728697-6558713,839.0,1.0,2025-08-18 00:19:19
2025-08-18,14098338,6557253,NYK-30729082-7614216,690.0,1.0,2025-08-18 00:36:54
2025-08-18,12937760,39804702,NYK-30728580-6215141,500.0,1.0,2025-08-18 00:13:35
2025-08-18,10443712,37744636,NYK-30729145-7906553,359.0,1.0,2025-08-18 00:41:47
2025-08-18,13757630,4589108,NYK-30728655-6432596,1750.0,1.0,2025-08-18 00:17:13
2025-08-18,12003433,1027045,NYK-30728992-7373358,1880.0,1.0,2025-08-18 00:32:53
2025-08-18,14977005,8891479,NYK-30728573-6203492,4499.0,1.0,2025-08-18 00:13:24
2025-08-18,17618541,49702331,NYK-30728879-7023323,739.0,1.0,2025-08-18 00:27:04
2025-08-18,19574645,25958270,NYK-30729299-8419732,1700.0,1.0,2025-08-18 00:50:20
2025-08-18,1500465,6017464,NYK-30729370-8661648,1040.0,1.0,2025-08-18 00:54:22
2025-08-18,18790417,50029684,NYK-30728244-5466670,2499.0,1.0,2025-08-18 00:01:07
2025-08-18,15982523,50090401,NYK-30728892-7058610,2799.0,1.0,2025-08-18 00:27:39
2025-08-18,18001975,42477138,NYK-30729239-8196609,2500.0,1.0,2025-08-18 00:46:37
2025-08-18,13911883,49985413,NYK-30728998-7379583,1242.0,1.0,2025-08-18 00:33:00
2025-08-18,10986485,11839574,NYK-30728866-6995014,960.0,1.0,2025-08-18 00:26:35
2025-08-18,20539619,10537768,NYK-30728643-6402627,465.0,1.0,2025-08-18 00:16:43
2025-08-18,15452049,40625054,NYK-30728999-7380590,3500.0,1.0,2025-08-18 00:33:01
2025-08-18,7263671,5769910,NYK-30728396-5780176,10441.0,1.0,2025-08-18 00:06:20
2025-08-18,13504996,49702331,NYK-30728879-7023323,1000.0,1.0,2025-08-18 00:27:04
2025-08-18,4472470,42865306,NYK-30728891-7057733,799.0,1.0,2025-08-18 00:27:38
2025-08-18,7938390,49912758,NYK-30728423-5859933,585.0,1.0,2025-08-18 00:07:40
2025-08-18,19317956,14387799,NYK-30728361-5702309,1250.0,1.0,2025-08-18 00:05:02
2025-08-18,13859154,401088,NYK-30728563-6185906,2261.0,1.0,2025-08-18 00:13:06
2025-08-18,12259347,37744636,NYK-30729145-7906553,314.0,1.0,2025-08-18 00:41:47
2025-08-18,5174883,6993009,NYK-30729210-8089743,960.0,1.0,2025-08-18 00:44:50
2025-08-18,15411000,31963183,NYK-30729173-7981716,390.0,1.0,2025-08-18 00:43:02
2025-08-18,8777562,41974654,NYK-30728427-5872707,319.0,1.0,2025-08-18 00:07:53
2025-08-18,21387037,1689604,NYK-30729111-7761424,1900.0,1.0,2025-08-18 00:39:22
2025-08-18,21408284,48160745,NYK-30729008-7407795,1642.0,1.0,2025-08-18 00:33:28
2025-08-18,20354484,5804483,NYK-30728795-6776022,1599.0,1.0,2025-08-18 00:22:56
2025-08-18,20509768,37094106,NYK-30729397-8781784,1680.0,1.0,2025-08-18 00:56:22
2025-08-18,19478511,11620437,NYK-30728484-6003194,980.0,1.0,2025-08-18 00:10:03
2025-08-18,21049100,25270118,NYK-30728531-6119855,3600.0,1.0,2025-08-18 00:12:00
2025-08-18,19450197,45055453,NYK-30729010-7410205,1800.0,1.0,2025-08-18 00:33:30
2025-08-18,13889715,2818320,NYK-30728365-5720715,740.0,1.0,2025-08-18 00:05:21
2025-08-18,21833067,34890853,NYK-30729399-8794194,1599.0,1.0,2025-08-18 00:56:34
2025-08-18,10632438,12796718,NYK-30728679-6514617,1183.0,1.0,2025-08-18 00:18:35
2025-08-18,20198600,10889469,NYK-30728631-6366361,2249.0,1.0,2025-08-18 00:16:07
2025-08-18,12292630,2162299,NYK-30729036-7483507,300.0,1.0,2025-08-18 00:34:44
2025-08-18,19653520,48671231,NYK-30728459-5953609,2915.0,1.0,2025-08-18 00:09:14
2025-08-18,18863387,8652829,NYK-30728601-6288593,2300.0,1.0,2025-08-18 00:14:49
2025-08-18,17635583,19036487,NYK-30728461-5960350,540.0,1.0,2025-08-18 00:09:20
2025-08-18,19405518,26443599,NYK-30728899-7071807,900.0,1.0,2025-08-18 00:27:52
2025-08-18,21950109,14403826,NYK-30728682-6516806,6995.0,1.0,2025-08-18 00:18:37
2025-08-18,17863883,879352,NYK-30728988-7356514,2100.0,1.0,2025-08-18 00:32:37
2025-08-18,17364463,4048503,NYK-30729022-7444260,1399.0,1.0,2025-08-18 00:34:04
2025-08-18,15125842,5135962,NYK-30729161-7950706,2240.0,1.0,2025-08-18 00:42:31
2025-08-18,10422533,36000679,NYK-30728597-6281337,2160.0,1.0,2025-08-18 00:14:41
2025-08-18,21387241,1637599,NYK-30728261-5501000,2565.0,1.0,2025-08-18 00:01:41
2025-08-18,21387126,1637599,NYK-30728261-5501000,1805.0,1.0,2025-08-18 00:01:41
2025-08-18,22035895,19115211,NYK-30729140-7887519,1260.0,1.0,2025-08-18 00:41:28
2025-08-18,5233427,20471108,NYK-30728366-5720805,2199.0,1.0,2025-08-18 00:05:21
2025-08-18,21482944,33800647,NYK-30729409-8849486,920.0,1.0,2025-08-18 00:57:30
2025-08-18,10713035,17415100,NYK-30728540-6140436,729.0,1.0,2025-08-18 00:12:21
2025-08-18,7726167,50090209,NYK-30728709-6582544,1500.0,1.0,2025-08-18 00:19:43
2025-08-18,14965591,19813605,NYK-30728374-5732108,929.0,1.0,2025-08-18 00:05:32
2025-08-18,5860919,6993009,NYK-30729210-8089743,1170.0,1.0,2025-08-18 00:44:50
2025-08-18,19660624,21854284,NYK-30728918-7145876,2250.0,1.0,2025-08-18 00:29:06
2025-08-18,18932714,32524480,NYK-30729229-8150419,950.0,1.0,2025-08-18 00:45:51
2025-08-18,316832,29345388,NYK-30729184-8022563,850.0,1.0,2025-08-18 00:43:43
2025-08-18,6723937,5272127,NYK-30729096-7676709,390.0,1.0,2025-08-18 00:37:57
2025-08-18,5158538,27766282,NYK-30729175-7985051,1399.0,1.0,2025-08-18 00:43:05
2025-08-18,21028508,47296955,NYK-30728853-6961778,749.0,1.0,2025-08-18 00:26:02
2025-08-18,21669604,29968110,NYK-30728990-7361758,1150.0,1.0,2025-08-18 00:32:42
2025-08-18,7569748,49702331,NYK-30728879-7023323,550.0,1.0,2025-08-18 00:27:04
2025-08-18,15964214,7210154,NYK-30729245-8219509,2798.0,1.0,2025-08-18 00:47:00
2025-08-18,12515339,39963234,NYK-30728649-6417973,750.0,1.0,2025-08-18 00:16:58
2025-08-18,9993722,1637599,NYK-30728261-5501000,1199.0,1.0,2025-08-18 00:01:41
2025-08-18,15113173,10916465,NYK-30729061-7557571,481.0,1.0,2025-08-18 00:35:58
2025-08-18,13143702,9944445,NYK-30728752-6700374,987.0,1.0,2025-08-18 00:21:41
2025-08-18,19488271,9096574,NYK-30728606-6319561,1215.0,1.0,2025-08-18 00:15:20
2025-08-18,17866576,2110566,NYK-30728974-7310264,1750.0,1.0,2025-08-18 00:31:50
2025-08-18,10502276,16810236,NYK-30729395-8775924,1000.0,1.0,2025-08-18 00:56:16
2025-08-18,16739578,30633844,NYK-30728729-6632420,99.0,1.0,2025-08-18 00:20:33
2025-08-18,20758499,36797709,NYK-30728889-7053203,1485.0,1.0,2025-08-18 00:27:33
2025-08-18,18159529,25520333,NYK-30728805-6801926,2880.0,1.0,2025-08-18 00:23:22
2025-08-18,20740204,38399755,NYK-30728439-5904838,1288.0,1.0,2025-08-18 00:08:25
2025-08-18,18036597,49558813,NYK-30728754-6702064,1870.0,1.0,2025-08-18 00:21:42
2025-08-18,15437163,46758453,NYK-30728574-6203813,200.0,1.0,2025-08-18 00:13:24
2025-08-18,20246347,18880421,NYK-30728902-7092435,4200.0,1.0,2025-08-18 00:28:13
2025-08-18,21019642,38058377,NYK-30729080-7610875,694.0,1.0,2025-08-18 00:36:51
2025-08-18,17785507,15673748,NYK-30728562-6184905,6250.0,1.0,2025-08-18 00:13:05
2025-08-18,13856722,6974053,NYK-30729231-8157808,1250.0,1.0,2025-08-18 00:45:58
2025-08-18,133206,3743370,NYK-30729019-7441563,1242.0,1.0,2025-08-18 00:34:02
2025-08-18,3844115,17680189,NYK-30728749-6688860,579.0,1.0,2025-08-18 00:21:29
2025-08-18,18202776,14221754,NYK-30728831-6882061,999.0,1.0,2025-08-18 00:24:42
2025-08-18,18844122,13636173,NYK-30728650-6418979,3000.0,1.0,2025-08-18 00:16:59
2025-08-18,19263420,5643314,NYK-30729252-8238600,2571.0,1.0,2025-08-18 00:47:19
2025-08-18,17609214,1328052,NYK-30728299-5570543,3280.0,1.0,2025-08-18 00:02:51
2025-08-18,17779119,7049620,NYK-30728568-6193646,5599.0,1.0,2025-08-18 00:13:14
2025-08-18,16068996,5408916,NYK-30729460-9056159,900.0,1.0,
2025-08-18,21055825,9008264,NYK-30728530-6118656,2516.0,1.0,2025-08-18 00:11:59
2025-08-18,21462507,15371306,NYK-30729053-7532279,525.0,1.0,2025-08-18 00:35:32
2025-08-18,13500146,35607164,NYK-30728803-6795830,567.0,1.0,2025-08-18 00:23:16
2025-08-18,5556218,6192025,NYK-30729393-8771622,1222.0,1.0,2025-08-18 00:56:12
2025-08-18,14231211,34512090,NYK-30729329-8535930,699.0,1.0,2025-08-18 00:52:16
2025-08-18,10160820,22508553,NYK-30728948-7235701,1399.0,1.0,2025-08-18 00:30:36
2025-08-18,10914442,22762262,NYK-30728428-5873679,520.0,1.0,2025-08-18 00:07:54
2025-08-18,20793449,2362149,NYK-30729385-8733857,1500.0,1.0,2025-08-18 00:55:34
2025-08-18,13091996,45407007,NYK-30729150-7917356,1250.0,1.0,2025-08-18 00:41:57
2025-08-18,19109722,38432801,NYK-30728677-6504549,912.0,1.0,2025-08-18 00:18:25
2025-08-18,5156736,7445375,NYK-30729426-8915253,374.0,1.0,2025-08-18 00:58:36
2025-08-18,17844367,19062835,NYK-30728589-6250546,1614.0,1.0,2025-08-18 00:14:11
2025-08-18,16751551,6707923,NYK-30729218-8118917,1925.0,1.0,2025-08-18 00:45:19
2025-08-18,17648168,46758453,NYK-30728574-6203813,315.0,1.0,2025-08-18 00:13:24
2025-08-18,15678739,6207306,NYK-30729128-7827798,450.0,1.0,2025-08-18 00:40:28
2025-08-18,15411000,866050,NYK-30728342-5654616,390.0,1.0,2025-08-18 00:04:15
2025-08-18,18039086,35047894,NYK-30728770-6732591,1650.0,1.0,2025-08-18 00:22:13
2025-08-18,21166750,9336110,NYK-30729415-8874649,1032.0,1.0,2025-08-18 00:57:55
2025-08-18,19601105,16810236,NYK-30729395-8775924,1750.0,1.0,2025-08-18 00:56:16
2025-08-18,13886796,1888782,NYK-30728953-7252372,999.0,1.0,2025-08-18 00:30:53
2025-08-18,15586848,9096574,NYK-30728606-6319561,920.0,1.0,2025-08-18 00:15:20
2025-08-18,8941862,36306557,NYK-30728433-5884701,1380.0,1.0,2025-08-18 00:08:05
2025-08-18,16288352,7371040,NYK-30728508-6064897,4290.0,1.0,2025-08-18 00:11:05
2025-08-18,21725683,50090234,NYK-30728664-6476453,1600.0,1.0,2025-08-18 00:17:57
2025-08-18,21028123,37765733,NYK-30728846-6951626,900.0,1.0,2025-08-18 00:25:52
2025-08-18,627939,4052127,NYK-30729394-8774423,1599.0,1.0,2025-08-18 00:56:15
2025-08-18,16644990,4428751,NYK-30728302-5576376,880.0,1.0,2025-08-18 00:02:57
2025-08-18,12208474,50089933,NYK-30728819-6839711,869.0,1.0,2025-08-18 00:24:00
2025-08-18,7849723,1482819,NYK-30728535-6128089,510.0,1.0,2025-08-18 00:12:08
2025-08-18,8941861,36306557,NYK-30728433-5884701,1380.0,1.0,2025-08-18 00:08:05
2025-08-18,18638683,364870,NYK-30728525-6109104,1200.0,1.0,2025-08-18 00:11:49
2025-08-18,20836039,46906561,NYK-30729302-8445502,984.0,1.0,2025-08-18 00:50:46
2025-08-18,20943149,1416056,NYK-30728285-5537536,5580.0,1.0,2025-08-18 00:02:18
2025-08-18,19592404,13238057,NYK-30728983-7342974,1320.0,1.0,2025-08-18 00:32:23
2025-08-18,19174254,1997274,NYK-30728383-5753148,3525.0,1.0,2025-08-18 00:05:53
2025-08-18,15388904,48444003,NYK-30728830-6880655,999.0,1.0,2025-08-18 00:24:41
2025-08-18,16251423,6974053,NYK-30729231-8157808,2058.0,1.0,2025-08-18 00:45:58
2025-08-18,4721267,3082694,NYK-30728716-6606541,649.0,1.0,2025-08-18 00:20:07
2025-08-18,6927606,38599843,NYK-30729110-7756871,800.0,1.0,2025-08-18 00:39:17
2025-08-18,21202510,49244536,NYK-30728434-5885683,2299.0,1.0,2025-08-18 00:08:06
2025-08-18,15104455,5038337,NYK-30729422-8892566,702.0,1.0,2025-08-18 00:58:13
2025-08-18,14201241,38599843,NYK-30729110-7756871,239.0,1.0,2025-08-18 00:39:17
2025-08-18,4347617,1294471,NYK-30729034-7481637,415.0,1.0,2025-08-18 00:34:42
2025-08-18,17311599,17026871,NYK-30729237-8189734,1917.0,1.0,2025-08-18 00:46:30
2025-08-18,21831717,11162579,NYK-30729265-8279703,5495.0,1.0,2025-08-18 00:48:00
2025-08-18,660504,48660557,NYK-30728533-6121460,899.0,1.0,2025-08-18 00:12:02
2025-08-18,14476710,34409513,NYK-30729311-8467650,760.0,1.0,2025-08-18 00:51:08
2025-08-18,10120804,49702331,NYK-30728879-7023323,424.0,1.0,2025-08-18 00:27:04
2025-08-18,4499170,50090213,NYK-30728604-6302761,693.0,1.0,2025-08-18 00:15:03
2025-08-18,13260632,5229091,NYK-30728779-6749065,4299.0,1.0,2025-08-18 00:22:29
2025-08-18,21706156,34266376,NYK-30728350-5661923,3799.0,1.0,2025-08-18 00:04:22
2025-08-18,19346117,986737,NYK-30729143-7901577,1184.0,1.0,2025-08-18 00:41:42
2025-08-18,17785363,5177604,NYK-30728895-7063611,2200.0,1.0,2025-08-18 00:27:44
2025-08-18,15653886,15374886,NYK-30728794-6775051,172.0,1.0,2025-08-18 00:22:55
2025-08-18,14585910,48617718,NYK-30728451-5934233,699.0,1.0,2025-08-18 00:08:54
2025-08-18,18290831,16242788,NYK-30728791-6772632,1373.0,1.0,2025-08-18 00:22:53
2025-08-18,21309610,843293,NYK-30728993-7373925,6499.0,1.0,2025-08-18 00:32:54
2025-08-18,17051839,39808940,NYK-30729313-8478437,270.0,1.0,2025-08-18 00:51:19
2025-08-18,14023970,50090046,NYK-30728534-6127479,4000.0,1.0,2025-08-18 00:12:08
2025-08-18,16316691,11531320,NYK-30729256-8255712,1798.0,1.0,2025-08-18 00:47:36
2025-08-18,14287930,11141490,NYK-30728617-6345179,1899.0,1.0,2025-08-18 00:15:45
2025-08-18,13810271,10130297,NYK-30728903-7096583,3840.0,1.0,2025-08-18 00:28:17
2025-08-18,524187,37190914,NYK-30728707-6581903,1079.0,1.0,2025-08-18 00:19:42
2025-08-18,17689141,17113321,NYK-30728565-6188908,2025.0,1.0,2025-08-18 00:13:09
2025-08-18,8534810,23442271,NYK-30729441-8975336,800.0,1.0,2025-08-18 00:59:35
2025-08-18,8963342,9096109,NYK-30729238-8193740,519.0,1.0,2025-08-18 00:46:34
