product_id,cust_hit_time_ist,customer_id,session_id,product_brand,product_name,product_position,listing_position,nykaa_vertical,nykaa_platform,event_name,dn_tile_id,dn_page_section,date,_search_term
18549432,2025-08-18 02:42:10.261464,666663.0,0EC48291-F3CD-49B3-A0AC-AE3380D26B64~1755463344.499711,Bhavini Paris,Sharvari Black Anarkali Kurta with Pant and Dupatta (Set of 3) (L),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
16837065,2025-08-18 00:14:40.515692,22162475.0,0F242BE5-7314-4A11-838E-FC6CB26945B7~1755456056.858488,SWI STYLISH,Women's Green Hand Embroidered Pure Wool Shawl,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,shawl
8509979,2025-08-18 00:21:11.357000,36900060.0,0caaf58b-6b2f-407d-8d5d-bd7de2cd6442-1755456233377,Zivame,New Romance Padded Wired 3-4Th Coverage Strapless Bra - Amber Glow - Orange (32B),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,lace bras women
19446983,2025-08-18 04:24:40.401000,49677940.0,0dece0ac-e858-4716-831a-f27c00244759-1755469762193,adidas,Ult Eng Tee Men Green Running T-Shirt (M),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
21142715,2025-08-18 02:50:58.531000,49960391.0,0e2e2943-7278-4145-8113-6567974024b6-1755464058815,Red Tape,Men Colorblocked White and Olive Lifestyle Sneakers (UK 8),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
21910856,2025-08-18 00:20:55.455000,30815993.0,0e60f599-e69e-44c8-95ae-f6b27f2f9ff7-1755456541404,Special You,Gold Metal Backdrop Stand for Ganpati Decor,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,decor
8998872,2025-08-18 04:44:26.225000,29062689.0,0eb563e6-617a-4439-a3de-6ed40c942d63-1755472054316,Miss Chase,Women Black Regular Length Pocketed Pyjama (2XL),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
13939394,2025-08-18 00:00:51.634000,32175345.0,0f6d0a46-4ed5-4e46-b152-43862ad5f225-1755455135451,Inc.5,Women Black Casual Flats (EURO 38),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,black flats for women
12199012,2025-08-18 01:00:48.211000,43858339.0,1046d284-f497-4b57-ac7b-66f691316dce-1755458832331,MIXT by Nykaa Fashion,Beige Butterfly Print Round Neck Crop Tank Top (XS),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
20590216,2025-08-18 02:10:47.409000,,1113c387-c9f2-4cbe-a9c6-8fce103d5ead-1755463185374,Safari,Unisex Spade Colorblock Black Backpack (L),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,safari backpacks
20589824,2025-08-18 00:31:32.854004,37190914.0,1162523B-262D-4676-8932-8D72633FB255~1755455756.01129,Crocs,Unisex Crocband Flipflops Black (US 6),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
20887353,2025-08-18 00:42:48.963325,10023269.0,11E8B52B-E004-40DA-BC70-227884750710~1755456539.466106,Miakee,Paris Maxi Dress Black (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
11519856,2025-08-18 01:00:17.553000,294387.0,12a1b41b-67c9-44bb-b4e3-e0763130ecdd-1755456820771,Nykd by Nykaa,Modal Sleep Pajama - NYS126 - Blue Print (L),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
19917076,2025-08-18 00:44:44.344000,966416.0,135b333c-9812-40ae-a0dc-54b59dd381cb-1755457876644,Monrow,Andrea Peach Flats (EURO 39),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
14872015,2025-08-18 01:23:57.524108,20806454.0,14FDFE42-9247-4CD9-92E3-C0707A4A3BC3~1755459187.863877,Accessher,"Acrylic Material Daily, Casual Wear Hair Butterfly Clips For Women Pack Of 3",,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,butterfly hair clip
17309156,2025-08-18 00:17:04.033660,783072.0,150F319D-06A4-466C-9BD9-0E30C377842D~1755454535.915193,Gajra Gang,Rishi Vibhuti 2.0 Yellow Crepe Printed Incut Shell Embellished Co-Ord (Set of 2) (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
20445761,2025-08-18 00:47:00.588581,4466744.0,156DEF1B-C058-42B6-916C-233849E52294~1755458089.4660711,VERO MODA,Women Black Cotton Printed Shirt (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
16270267,2025-08-18 00:11:59.565069,,15ACB616-82AC-4A2F-9AAA-F3A9E84753CE~1755455163.687429,Libas,Woven Black Kurta and Palazzo with Dupatta (Set of 3) (L),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
13092036,2025-08-18 02:04:46.051180,25968844.0,16154AD5-30D4-4A61-AEF5-DFEF0EB47902~1755462859.146595,Puma,Leadcat 2.0 Unisex Black Sliders (UK 10),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,puma flipflops & sliders
16467137,2025-08-18 01:40:57.041000,42148835.0,179b33da-3840-44e1-a4a4-4e41f500a5ef-1755461114325,AAREIN,Women Pink Floral Printed A-Line Dress (XL),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
18867935,2025-08-18 01:08:01.864433,11757437.0,19A95B00-5EA5-4D2D-A316-46DA8D3DFBF8~1755459321.402175,Inc.5,Womens Black Party Wear Solid One Toe Wedges Heels (EURO 36),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
21489267,2025-08-18 02:08:13.348748,11757437.0,19A95B00-5EA5-4D2D-A316-46DA8D3DFBF8~1755459321.402175,Outzidr,White V-Neck Kaftan Maxi Dress (S),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,kaftan dress
16159711,2025-08-18 02:10:19.308670,2422760.0,1B3EC564-E376-4E42-B665-B01BDD53835E~1755462902.247017,MIXT by Nykaa Fashion,Green Graphic Cap Sleeves Crop Top (XL),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
17581254,2025-08-18 02:48:10.688921,2422760.0,1B3EC564-E376-4E42-B665-B01BDD53835E~1755462902.247017,PINACOLADA,Women Forest Green Ruched Dress with Trail (XL),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
16982819,2025-08-18 01:23:54.523642,2517682.0,1D9F5207-EB24-40BE-9666-4053CACC3440~1755459823.610302,DOHR INDIA,Inayat Maroon Silk Chanderi A-Line Kurta With pant and Velvet Dupatta (Set of 3) (S),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,velvet suit sets
14223102,2025-08-18 00:03:50.511000,11049560.0,1ba3ddf8-cbcf-4f86-afb5-eadcfc6f07c2-1755455129456,Odette,Black Knit Fabric Crop Top for Women (S),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,crop tops for women
18885210,2025-08-18 00:23:45.325000,17551062.0,1ca625c3-13b8-473e-9b78-9f431349fd95-1755456440966,Hopscotch,Boys Green Checkered Waistcoat Shirt and Pant with Bow (2-3 Years),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
18707723,2025-08-18 00:30:05.198000,28959172.0,1cdadb77-885b-4ffb-bfb7-a300fb54e153-1755456710728,Cider,U-neckline Solid Knotted Ruched Mini Dress (XXS),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,cider dresses
13279885,2025-08-18 00:35:41.898000,8809634.0,1e9e62c2-f629-49b0-9d24-f0461a5c1ead-1755456765130,Madame,Women Solid Blue Jeans (26),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,madame jeans
18809015,2025-08-18 03:09:41.711000,3145269.0,1f2f16c9-be19-4197-a2a4-84ba0cbbe3e2-1755465886412,KVS FAB,Women Purple Silk Blend Embroidered Kurta with Pant and Dupatta (Set of 3) (2XL),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
16769754,2025-08-18 00:28:05.736986,21936422.0,20B94FC8-C5D2-444A-9238-1A46A24BE7E0~1755455310.4215322,Allen Solly,Women Maroon Satchel with Detachable Strap,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,allen solly office bag women
16829842,2025-08-18 00:43:09.760000,42114769.0,20d79fed-5fbe-4248-ac8a-120263b929bd-1755457939212,Likha,Cotton Chanderi Solid A Line Black Kurta Set LIKBAKU004 (Set of 2) (XL),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
20143899,2025-08-18 00:26:16.434315,102200.0,21AA3531-01B8-4828-AF5F-54D30412889E~1755456629.597491,Koskii,Rani Pink Silver Zari Work Georgette Readymade Kurta with Sharara & Dupatta (Set of 3) (S),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
16856685,2025-08-18 02:08:06.297000,37380123.0,2241b094-57ae-4b40-965a-7b291d9477e6-1755463014795,Reebok,White Men Floatride Energy 5 Adventure Running Shoes (UK 7),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,reebok float ride energy 5 adventure white
20916245,2025-08-18 00:48:17.746575,45797183.0,23E80C3A-4DA0-4CA2-93BF-52816BB91907~1755458162.199943,Puma,Black Phase Portable Sling Bag,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,bags for women
3844929,2025-08-18 00:36:05.121000,20626445.0,23f52de1-89b2-4f7d-b4af-6ce31957da56-1755457093231,Jockey,SS12 Wirefree Non Padded Cotton Elastane Full Coverage Beginners Bra - Skin (30B),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
6060867,2025-08-18 00:32:24.723000,,24aa24fd-9bfd-4348-b4d4-b611365a909e-1755456702006,Twenty Dresses by Nykaa Fashion,Black Solid Halter Neck Mini Dress (S),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
18237864,2025-08-18 00:50:37.239000,,24d65383-61e5-4d58-8f75-1d58bcce35c6-1755457834499,Stylum,Rust Solid Poly Crepe A-Line Anarkali Kurta with Trouser and Dupatta (Set of 3) (M),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
3439004,2025-08-18 02:53:14.512000,18467489.0,2540c6fb-a901-4b59-b26b-38f6e785a8e5-1755465130723,Woonie,Handmade White Booties With Peach Bow For Kids (0-6 Months),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
14745971,2025-08-18 00:40:20.583688,1154088.0,26AF5139-81C2-43E1-AD8A-A4219D6ED388~1755456960.6105242,U.S. POLO ASSN.,Boys Solid Logo Joggers Red (2-3 Years),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
10923152,2025-08-18 01:27:40.929530,20518195.0,27F429B6-55C8-4654-A3FF-965B93135B28~1755458536.7589002,Sohi,Women Gold Plated Designer Casual Bracelet,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,bracelets
18287023,2025-08-18 01:26:17.201370,2187432.0,282AFC10-751D-4749-B609-82A099180D09~1755459625.5654411,Qissa,Avocado Green Flower Tie-Up Top with Trouser and Jacket (Set of 3) (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
20805519,2025-08-18 02:10:21.653205,41714692.0,28B270BD-4943-48F0-8472-F6504A5EEC5E~1755463022.133027,Puma,Essentials Tape Details Men Trackpant (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,puma lowers for men
17268524,2025-08-18 00:55:55.406000,9684938.0,28a056f4-9f06-48af-aeba-44432270df11-1755456958253,Zouk,Aravalli Abstract Carry All Work Bag,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
17268524,2025-08-18 00:56:03.200000,9684938.0,28a056f4-9f06-48af-aeba-44432270df11-1755456958253,Zouk,Aravalli Abstract Carry All Work Bag,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
20209814,2025-08-18 00:57:08.284421,50080711.0,2A1D93BC-D0CE-4721-AE90-E0403A873117~1755458445.727952,BILANG,Blue Elegance Solid Dress (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
17255593,2025-08-18 02:25:46.237413,20890089.0,2A67D21A-ECCD-4F6F-B1BD-E4EEE654905D~1755464023.27287,BRACHY,Nylon and Spandex Padded Butt Lifter Panty (Black) (S) (S),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,padded  shapwear
21006944,2025-08-18 01:46:07.543973,53875.0,2AEA4D4C-6636-43FB-AC7E-3E775406DBB8~1755460199.5427508,HOUSE OF JAMOTI,Off White Embroidered Kurta and Palazzo (Set of 2) (XL),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
18026091,2025-08-18 01:38:16.775090,12466112.0,2B657A8E-95BB-45AB-B48B-732E3B627B5D~1755461261.87591,trueBrowns,Green Kashmiri Woollen Kurta & Pant with Jacket (Set of 3),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
16466974,2025-08-18 00:24:07.368446,29335184.0,2BECF67F-782D-4579-9E61-419C484C30FF~1755456796.873918,AAREIN,Maroon Off-Shoulder Solid Scrunchie Sheath Dress (S),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,sheath dresses for women
22001691,2025-08-18 00:14:24.909006,879836.0,2D249651-60F3-4364-AFD8-9659A2033983~1755456210.7437449,adidas,AERCT LS BRA Women Beige Sports Crisscross Back Bra (L),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,beige halter sports br
16938731,2025-08-18 00:35:42.379000,7376978.0,2b6c67f5-2e86-42b6-8600-e96de5a60f97-1755457395685,A.T.U.N.,Girls Pink Round Neck Party Dress with Bow Headband (Set of 2) (1-2 Years),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
12927196,2025-08-18 01:56:58.925000,3431603.0,2c4c6d0f-8e7c-451b-88bb-4520f7940eed-1755461668602,Soch,Purple Tusshar Silk Solid Stitched Blouse (38),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,purple color sleeveless blouse
10990058,2025-08-18 04:26:35.693000,554390.0,2cb926eb-cce9-496d-a737-af30bd41e413-1755470609257,Foreverkidz,Bell Flower Party Dress (5-6 Years),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
13917828,2025-08-18 00:31:09.097000,1558706.0,2d1aa6c0-f727-49cf-9414-ff0ffcc6eb5d-1755456809016,Foreverkidz,Grape and Pink Sorbet Dress (3-4 Years),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
12417349,2025-08-18 00:09:56.117000,12415476.0,2dd5b474-7ada-444f-9363-397fc0ba8390-1755455237741,Akhilam,Women Georgette Purple Woven Design Designer Saree with Unstitched Blouse,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,sarees
20111056,2025-08-18 00:07:11.397000,12415476.0,2dd5b474-7ada-444f-9363-397fc0ba8390-1755455237741,Sareemall,Women Pure Georgette Purple Embellished Saree with Unstitched Blouse,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,sarees
19060596,2025-08-18 00:17:11.762000,2416517.0,2ecd1131-23fa-470c-86ee-b2993bece2dd-1755455917750,Metro,Womens Gold Potli Inspired Clutch,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
19974615,2025-08-18 03:25:25.252502,1492397.0,32035F1A-5E06-4111-8976-8E6F4DF95B35~1755467687.214026,Guess,Cognac Self-Design Polycotton Zabry Mini Satchel Bag,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
15121821,2025-08-18 01:33:08.225087,23716494.0,32C36DE6-3162-4E68-99F4-C6D86CDB03F5~1755460688.4235702,Mi Arcus,Solid Head Bands for Girls Pack of 5,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,mi arcus
10608799,2025-08-18 01:11:44.804803,3026677.0,33A8B3C8-66F0-4CB3-8157-B22B522CDB24~1755459220.389711,La Vie En Rose,Microfiber No-show Hiphugger Panty (2XL),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,panty
14112120,2025-08-18 01:35:22.377728,35390959.0,33EC8B8B-C5D8-48BF-A825-36B42C5662B0~1755459654.8985581,Styli,Women Solid Handbag Black PU,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
17252854,2025-08-18 00:16:21.537000,4812940.0,348a9f24-dd91-4010-897f-96d6d4037405-1755454012228,Cider,Cotton-Blend V-Neck Floral Cami Top (M),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
20243980,2025-08-18 00:14:21.238000,4812940.0,348a9f24-dd91-4010-897f-96d6d4037405-1755454012228,BILANG,Sash Tie Up Top (M),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
20580181,2025-08-18 00:08:46.538000,7023001.0,367990ec-2d41-4fa7-9559-6d643f4b2bbe-1755455740622,Guess,Camilia Logo Textured Kasinta Raffia Cut Out Sling Bag with Detachable Strap,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
19066335,2025-08-18 00:04:25.967275,10709386.0,3687F1D3-EF3C-4094-80E7-5899CBFC1354~1755452832.790184,Miakee,Cream Tropical Dream Printed Shirt & Shorts (Set of 2) (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
12128144,2025-08-18 02:05:11.823000,11501929.0,36f7224b-be9a-4b95-981b-ae050da71ddb-1755462500576,Gajra Gang,Rishi Vibhuti Yellow chevron Pattern V-neck Blouse GGRVBL01 (S),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,blouse
12406189,2025-08-18 00:17:11.101000,11443930.0,37244a29-7b69-41d8-8cdf-32460cff1c5d-1755455949469,Akiso,Blue Cotton Chanderi Bandhani Dupatta,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,dupatta
21625479,2025-08-18 02:37:39.282000,7760664.0,389ecfd6-16c4-4fd7-8427-0a370b4061b7-1755464456301,BHAMA COUTURE,Women Pink Floral Co-ord Set (S),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,bahma coutrre
2361057,2025-08-18 04:35:03.962000,49444248.0,3960a040-7920-47cd-9935-c430729a79e8-1755471342909,Campus,Terminator Grey Running Shoes For Men (UK 10),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
19375981,2025-08-18 04:21:43.738000,173608.0,3AF29B94-BA41-4524-AE2C-60AF1E42A40F~1755470827.91454,Calvin Klein,Womens Black Solid Panty (M),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
16396303,2025-08-18 00:27:11.776136,623201.0,3D0A7013-5AE2-4C2A-A9D5-0A757D0319C0~1755456810.4482021,Mysilklove,Mantis Green Printed Satin Silk Saree with Unstitched Blouse,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,green floral saree
13223226,2025-08-18 02:38:49.497779,23069502.0,3D1407AF-93B7-46D6-BF3A-56575A9A224F~1755464247.1633759,WEAVLLITE,Blue Muslin Silk Printed Co-Ord (Set of 2) (S),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
7854263,2025-08-18 00:05:17.363548,22797493.0,3DBBFEFA-1B5C-4834-802C-685747E25DB6~1755455702.3078,Puma,ESS Women's Gray Tights (L),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
19126544,2025-08-18 01:59:54.864323,6552584.0,3DE42DE9-090D-43EB-8264-85D0AF64B581~1755462546.283585,Sareemall,Women Paper Silk Grey Embellished Saree with Unstitched Blouse,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
19152388,2025-08-18 02:36:19.933861,4802924.0,3F1167D4-0121-4DA6-81F8-D21D909F8235~1755459663.733773,Odette,Brown Satin Lace Work Saree with Unstitched Blouse for Women,,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,satin sarees
19942785,2025-08-18 00:16:49.907000,2643977.0,3b5fa754-0d11-42f1-ab41-27e6d2faaec1-1755454526742,Outzidr,Black Square Neck Fitted with High Thigh Slit Maxi Party Dress (M),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
19226551,2025-08-18 00:20:38.673000,6127243.0,3b63e237-ddcb-4aea-b698-c21b4d554bc7-1755455435101,Globus,Black Keyhole Neck Lace Insert Workwear Co-Ord (Set of 2) (L),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,co -ords set for womens
21295014,2025-08-18 00:11:22.951000,35049994.0,3ca2fb64-4b24-49c3-81f9-8b33d5680fea-1755455924674,Aarika,Party Wear Black Colour Sequin Velvet Midi Dress (14-15 Years),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
20965644,2025-08-18 01:38:00.203000,42626577.0,3eeb151e-dfc7-4640-8adc-c99d18d70b0f-1755460201458,Biba,Women Yellow Embroidered Kurta with Pant and Dupatta (Set of 3) (32),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,biba salwar suits and sets
14336097,2025-08-18 00:13:32.819000,6449670.0,3fc6bfd1-56f9-4c60-b48d-9192bcaf012b-1755455788526,Zaveri Pearls,Set of 3 Gold Tone Cubic Zirconia Brass Clip On Nose Pins-ZPFK17363,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
7842351,2025-08-18 01:17:51.614184,13322530.0,41A15633-DB87-461C-B288-36F4FB595029~1755459365.653665,Metro,Womens Beige Flat Chappals (EURO 39),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
17703911,2025-08-18 00:09:46.579000,1790692.0,422cdffd-0dcd-45c2-a5ae-730b5c8e5215-1755455884823,BLANC9,Cozy Fox Matlas Floor Cushion (50X50X10 cm),,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
4504562,2025-08-18 00:22:10.628000,11596099.0,4230e168-aa63-4828-91de-fede97f2c11e-1755456549936,Estele,Rhodium Plated Pearl Affair White & Shades of Purple Double Line Necklace for Women,,,nykaafashion,Android,product_add_to_cart,,,2025-08-18,
6989975,2025-08-18 01:01:40.300047,2515446.0,4309BD56-9DE8-48AF-87F2-E6C26668E2EF~1755459037.773013,Aaheli,Navy Printed Cotton Top and Skirt (Set of 2) (XL),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,skiry
13886913,2025-08-18 02:18:07.752787,1671075.0,4317BC15-7129-407E-922B-2012A10E5750~1755461924.28002,Nykd by Nykaa,Summer Essential Soft and Comfy Breathable Rib Lounge Pajama-NYS909-Pink (2XL),,,nykaafashion,ios,product_add_to_cart,,,2025-08-18,
